"Commodity","Category","Item","Units","Size","Region","Country","Year","Value","Survey base year"
"Milk","Operating costs","Repairs","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2014,0.47,"Base survey of 2010"
"Milk","Operating costs","Repairs","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2015,0.48,"Base survey of 2010"
"Milk","Operating costs","Repairs","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2016,0.46,"Base survey of 2016"
"Milk","Operating costs","Repairs","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2017,0.47,"Base survey of 2016"
"Milk","Operating costs","Repairs","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2018,0.5,"Base survey of 2016"
"Milk","Operating costs","Repairs","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2019,0.5,"Base survey of 2016"
"Milk","Operating costs","Repairs","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2020,0.51,"Base survey of 2016"
"Milk","Operating costs","Repairs","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2021,0.52,"Base survey of 2021"
"Milk","Operating costs","Repairs","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2022,0.57,"Base survey of 2021"
"Milk","Operating costs","Repairs","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2023,0.59,"Base survey of 2021"
"Milk","Operating costs","Repairs","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2024,0.6,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2000,0.01,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2001,0.01,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2002,0.01,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2003,0.01,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2004,0.01,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2005,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2006,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2007,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2008,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2009,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2010,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2011,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2012,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2013,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2014,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2015,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2016,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2017,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2018,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2019,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2020,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2021,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2022,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2023,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","U.S. total","United States",2024,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2000,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2001,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2002,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2003,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2004,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2005,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2006,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2007,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2008,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2009,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2010,0.01,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2011,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2012,0.01,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2013,0.01,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2014,0.01,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2015,0.01,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2016,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2017,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2018,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2019,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2020,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2021,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2022,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2023,0.02,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Heartland","United States",2024,0.02,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2000,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2001,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2002,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2003,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2004,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2005,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2006,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2007,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2008,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2009,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2010,0.01,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2011,0.01,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2012,0.01,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2013,0.01,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2014,0.01,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2015,0.01,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2016,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2017,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2018,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2019,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2020,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2021,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2022,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2023,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2024,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2000,0.02,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2001,0.02,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2002,0.02,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2003,0.02,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2004,0.02,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2005,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2006,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2007,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2008,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2009,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2010,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2011,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2012,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2013,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2014,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2015,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2016,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2017,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2018,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2019,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2020,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2000,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2001,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2002,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2003,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2004,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2005,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2006,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2007,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2008,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2009,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2010,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2011,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2012,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2013,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2014,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2015,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2016,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2017,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2018,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2019,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2020,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2021,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2022,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2023,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2024,0.01,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2000,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2001,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2002,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2003,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2004,0,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2005,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2006,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2007,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2008,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2009,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2010,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2011,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2012,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2013,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2014,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2015,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2016,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2017,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2018,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2019,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2020,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2021,0,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2022,0,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2023,0,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2024,0,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Basin and Range","United States",2016,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Basin and Range","United States",2017,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Basin and Range","United States",2018,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Basin and Range","United States",2019,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Basin and Range","United States",2020,0.01,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2000,0.02,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2001,0.02,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2002,0.02,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2003,0.02,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2004,0.02,"Base survey of 2000"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2005,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2006,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2007,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2008,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2009,0,"Base survey of 2005"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2010,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2011,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2012,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2013,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2014,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2015,0,"Base survey of 2010"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2016,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2017,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2018,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2019,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2020,0,"Base survey of 2016"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2021,0,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2022,0,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2023,0,"Base survey of 2021"
"Milk","Operating costs","Other, operating costs  ","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2024,0,"Base survey of 2021"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2000,0.26,"Base survey of 2000"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2001,0.16,"Base survey of 2000"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2002,0.08,"Base survey of 2000"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2003,0.05,"Base survey of 2000"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2004,0.08,"Base survey of 2000"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2005,0.18,"Base survey of 2005"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2006,0.27,"Base survey of 2005"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2007,0.29,"Base survey of 2005"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2008,0.14,"Base survey of 2005"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2009,0.02,"Base survey of 2005"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2010,0.01,"Base survey of 2010"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2011,0.01,"Base survey of 2010"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2012,0.01,"Base survey of 2010"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2013,0.01,"Base survey of 2010"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2014,0,"Base survey of 2010"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2015,0.01,"Base survey of 2010"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2016,0.03,"Base survey of 2016"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2017,0.06,"Base survey of 2016"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2018,0.14,"Base survey of 2016"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2019,0.14,"Base survey of 2016"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2020,0.03,"Base survey of 2016"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2021,0,"Base survey of 2021"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2022,0.22,"Base survey of 2021"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2023,0.43,"Base survey of 2021"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","U.S. total","United States",2024,0.33,"Base survey of 2021"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","Heartland","United States",2000,0.3,"Base survey of 2000"
"Milk","Operating costs","Interest on operating capital","dollars per hundredweight sold","No specific size","Heartland","United States",2001,0.18,"Base survey of 2000"
